Internal ID	Q1: GOING OUT?	Q2: GENDER	Q3: AGE	Q4: COUNTRY	"Q5: STATE, PROVINCE, COUNTY, ETC"	Q6 | 100 Grand Bar	"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)"	Q6 | Any full-sized candy bar	Q6 | Black Jacks	Q6 | Bonkers (the candy)	Q6 | Bonkers (the board game)	Q6 | Bottle Caps	Q6 | Box'o'Raisins	Q6 | Broken glow stick	Q6 | Butterfinger	Q6 | Cadbury Creme Eggs	Q6 | Candy Corn	Q6 | Candy that is clearly just the stuff given out for free at restaurants	Q6 | Caramellos	"Q6 | Cash, or other forms of legal tender"	Q6 | Chardonnay	Q6 | Chick-o-Sticks (we don t know what that is)	Q6 | Chiclets	Q6 | Coffee Crisp	Q6 | Creepy Religious comics/Chick Tracts	Q6 | Dental paraphenalia	Q6 | Dots	Q6 | Dove Bars	Q6 | Fuzzy Peaches	Q6 | Generic Brand Acetaminophen	Q6 | Glow sticks	Q6 | Goo Goo Clusters	Q6 | Good N' Plenty	Q6 | Gum from baseball cards	Q6 | Gummy Bears straight up	Q6 | Hard Candy	Q6 | Healthy Fruit	Q6 | Heath Bar	Q6 | Hershey's Dark Chocolate	Q6 | Hershey s Milk Chocolate	Q6 | Hershey's Kisses	Q6 | Hugs (actual physical hugs)	Q6 | Jolly Rancher (bad flavor)	Q6 | Jolly Ranchers (good flavor)	Q6 | JoyJoy (Mit Iodine!)	Q6 | Junior Mints	Q6 | Senior Mints	Q6 | Kale smoothie	Q6 | Kinder Happy Hippo	Q6 | Kit Kat	Q6 | LaffyTaffy	Q6 | LemonHeads	Q6 | Licorice (not black)	Q6 | Licorice (yes black)	Q6 | Lindt Truffle	Q6 | Lollipops	Q6 | Mars	Q6 | Maynards	Q6 | Mike and Ike	Q6 | Milk Duds	Q6 | Milky Way	Q6 | Regular M&Ms	Q6 | Peanut M&M s	Q6 | Blue M&M's	Q6 | Red M&M's	Q6 | Green Party M&M's	Q6 | Independent M&M's	Q6 | Abstained from M&M'ing.	Q6 | Minibags of chips	Q6 | Mint Kisses	Q6 | Mint Juleps	Q6 | Mr. Goodbar	Q6 | Necco Wafers	Q6 | Nerds	Q6 | Nestle Crunch	Q6 | Now'n'Laters	Q6 | Peeps	Q6 | Pencils	Q6 | Pixy Stix	Q6 | Real Housewives of Orange County Season 9 Blue-Ray	Q6 | Reese s Peanut Butter Cups	Q6 | Reese's Pieces	Q6 | Reggie Jackson Bar	Q6 | Rolos	Q6 | Sandwich-sized bags filled with BooBerry Crunch	Q6 | Skittles	Q6 | Smarties (American)	Q6 | Smarties (Commonwealth)	Q6 | Snickers	Q6 | Sourpatch Kids (i.e. abominations of nature)	Q6 | Spotted Dick	Q6 | Starburst	Q6 | Sweet Tarts	Q6 | Swedish Fish	Q6 | Sweetums (a friend to diabetes)	Q6 | Take 5	Q6 | Tic Tacs	Q6 | Those odd marshmallow circus peanut things	Q6 | Three Musketeers	Q6 | Tolberone something or other	Q6 | Trail Mix	Q6 | Twix	"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein"	Q6 | Vicodin	Q6 | Whatchamacallit Bars	Q6 | White Bread	Q6 | Whole Wheat anything	Q6 | York Peppermint Patties	Q7: JOY OTHER	Q8: DESPAIR OTHER	Q9: OTHER COMMENTS	Q10: DRESS		Q11: DAY	Q12: MEDIA [Daily Dish]	Q12: MEDIA [Science]	Q12: MEDIA [ESPN]	Q12: MEDIA [Yahoo]	"Click Coordinates (x, y)"
90273955	No	Male	39	USA 	IL	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	MEH	JOY	MEH	DESPAIR	MEH	JOY	JOY	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	MEH	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	MEH	JOY	JOY	JOY	JOY	MEH	MEH	MEH	JOY	DESPAIR	JOY	JOY	MEH	JOY	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	MEH	JOY	JOY	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	JOY	JOY	MEH	DESPAIR	MEH											
90273956	No	Male	45	United states	Oregon	JOY		JOY				MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR		MEH		DESPAIR	DESPAIR	JOY	JOY			MEH			DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH		MEH		DESPAIR		JOY	MEH	MEH	MEH	MEH		MEH	DESPAIR			MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	MEH		DESPAIR			DESPAIR		MEH	MEH		DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY		JOY	DESPAIR	MEH	MEH		DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY			DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY				White and gold		Sunday		1			"(76, 34)"
90273966	No	Male	55	usa	wisconsin	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	JOY	MEH	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	MEH	JOY	MEH	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	Munch peanut bar			White and gold		Friday		1			"(79, 20)"
90273971		Male	34	USA 	Idaho ada	JOY	DESPAIR	JOY	MEH	MEH	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	JOY	DESPAIR	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	JOY	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	JOY	JOY	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	JOY	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY				White and gold		Sunday		1			"(53, 3)"
90273972	No	Male	35	United States	Pennsylvania	JOY	MEH	JOY	MEH	JOY		JOY	MEH	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	MEH	MEH	JOY	JOY	MEH	MEH	MEH	MEH	JOY		JOY	DESPAIR	DESPAIR		JOY	MEH	MEH	DESPAIR	JOY	JOY	MEH	JOY		MEH	JOY	JOY	MEH	JOY	MEH	MEH				DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	JOY	MEH		JOY	MEH	JOY	MEH		JOY	JOY	DESPAIR	JOY	JOY	MEH		JOY	MEH	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY				Blue and black		Friday		1			"(84, 38)"
90273974	Yes	Female	38	Usa	La	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY	Toys stickers  happy meal toys. Icee coupons and Wendy s free frostee coupons. Any free coupon. Mm peanut butter.  Cookies	Anything chewy nutty hard candy  anything that isn t chocolate.  Anything that isn t wrapped.  		White and gold		Friday		1			"(81, 15)"
90273975	No	Male	47	USA	MA	MEH	JOY	JOY				DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY		DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR				White and gold		Sunday		1			"(73, 26)"
90273980	No	Male	63	united states	maine	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	JOY	MEH	MEH	MEH	MEH	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY			Chick-O-Sticks are basically the insides of butterfinger bars with a toasted coconut coating - i.e. one of our culture's great achievements	Blue and black		Sunday		1			"(84, 37)"
90273984	No	Male	45	Canada	Alberta	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	JOY	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	JOY	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	MEH	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	MEH	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	Individually wrapped caramels. Chill dogs. Cabernet			White and gold		Sunday	1				"(32, 40)"
90273988	No	Other	50	Canada	Ontario	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	MEH		MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	MEH	blueberry pie	Nestle anything	are we no longer getting free razor blades with our apples? 	Blue and black		Friday		1			"(83, 34)"
90273989	No	Male	35	usa	ca																																																																																																																		
90273990	No	Female	66	US	Massachusetts	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	JOY	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	JOY	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR		JOY	JOY	JOY	MEH	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	"all the dark chocolate Ritter Sport bars, especially the one filled with marzipan; Lindt Excellence dark chocolate Touch of Sea Salt or Chili; champagne truffles; Peter Paul Mounds, turtles"	lifesavers		Blue and black		Sunday		1			"(78, 31)"
90273991	Yes	Female	10	Europe	America	DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	MEH	MEH	MEH	JOY	JOY	MEH	JOY	MEH	MEH	DESPAIR	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	MEH	MEH	JOY	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY	Sugar Daddys	Caramel Onions		Blue and black		Friday					
90273998	No	Female	59	US	Florida	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	JOY	JOY	MEH	JOY	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	Werther's. Don't roll your eyes-butterscotch is a solid flavor.	"Twix, Dots, fucking Candy Corn And listen-I know you have them listed, but these need to be underlined."	"Candy stuff is serious business and one should take care in making selections. I applaud your efforts to list things that aren't actually candy, but think of the consequences of your actions. Candy companies could be looking at this and think they no longer need to give a shit. We can't have that. Halloween is the season opener, followed closely by Thanksgiving, Christmas, and New Years. Of course, it's tough to beat Valentine's Day. Get rid of the chocolate shit and go down on a cherry sour lollipop. The heart shaped ones that are kinda flat, so they just lay in your mouth melting. Ahhhh...   (and bonus! They're sour!) Then we have Mother's Day which of course, is chocolate top-heavy. Easter doesn't suck but it's still chocalate-heavy. And it's that gross, waxy chocolate. (Stab me, please) Major bonus is the current jelly bean wars. This past Easter, there were probably a dozen different flavors. I could have basked in that month forever. Another Easter bonus is that you get a basket to put your shit in. I guess you could say that about Halloween, but let's face it, those plastic pumpkin shaped ""baskets"" are really not worthy. Father's Day is completely ignored by the candy industry and this really needs to be looked at. Father's Day is the biggest travesty because it's the last candy holiday of the year. Candy Oscars. "	White and gold		Friday		1			"(80, 42)"
90274005	No	Female	39	USA 	Hawaii	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	MEH	JOY	MEH	JOY	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	MEH	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	MEH	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	JOY	MEH	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	Peanut butter m&m	"Mounds, big hunk"		Blue and black		Friday		1			"(71, 23)"
90274009	No	Male	58	USA	Washington	JOY	MEH	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	JOY	JOY	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	JOY	JOY	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	Creepy seasonal trinkets	Dead birds		White and gold		Friday					
90274014	No	Female	41	USA	"California, Alameda"	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY		MEH	JOY	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	JOY	MEH	JOY	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	MEH	MEH	JOY	MEH	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	JOY	MEH	DESPAIR	MEH	JOY			"A ""I don't know what that is"" button would have been used if available"	White and gold		Sunday		1			"(76, 19)"
90274015	Yes	Female	68	USA	California	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY		DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY		DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR		JOY	MEH	JOY	DESPAIR		MEH	JOY	JOY	JOY	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR				White and gold		Friday		1			"(55, 4)"
90274018	Yes	Female	28	USA	MA																																																																																																																		
90274019	No	Male	38	USA	CA																																																																																																																		
90274028	No	Male	37	USA 	California 	JOY	DESPAIR	JOY				JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH		DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR		DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH		JOY		DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	JOY		MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH		MEH	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY		JOY	DESPAIR	JOY	DESPAIR		JOY	JOY	DESPAIR	JOY	DESPAIR	JOY			DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY			JOY	DESPAIR	DESPAIR	MEH	Little shot bottles of booze	Plastic maze game with small metal ball inside		Blue and black		Sunday		1			"(76, 35)"
90274032	No	Male	34	United States	Florida																																																																																																																		
90274033	No	Male	45	Us	Az	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY		JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	MEH	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	JOY	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	Candy corn	Erasers		Blue and black		Friday				1	"(76, 53)"
90274034	Yes	Female	36	usa	MN	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	JOY	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	Wax lips!	Those fucking gumballs		White and gold		Friday		1			"(76, 46)"
